Metro,datetime,term_techno,term_Techno
New York-Newark-Jersey City,2017-11-01,50,50
Albany-Schenectady-Troy,2017-11-01,50,50
Kingston,2017-11-01,50,50
Syracuse,2017-11-01,50,50
Utica-Rome,2017-11-01,0,0
Watertown-Fort Drum,2017-11-01,0,0
Binghamton,2017-11-01,0,0
Batavia,2017-11-01,50,50
Buffalo-Cheektowaga-Niagara Falls,2017-11-01,50,50
Rochester,2017-11-01,50,50
Jamestown-Dunkirk-Fredonia,2017-11-01,0,0
Ithaca,2017-11-01,50,50
Pittsburgh,2017-11-01,50,50
Warren,2017-11-01,0,0
Erie,2017-11-01,0,0
Harrisburg-Carlisle,2017-11-01,50,50
Lancaster,2017-11-01,50,50
York-Hanover,2017-11-01,50,50
Williamsport,2017-11-01,50,50
Allentown-Bethlehem-Easton,2017-11-01,50,50
Philadelphia-Camden-Wilmington,2017-11-01,50,50
Washington-Arlington-Alexandria,2017-11-01,50,50
Baltimore-Columbia-Towson,2017-11-01,50,50
Charlottesville,2017-11-01,50,50
Richmond,2017-11-01,50,50
Virginia Beach-Norfolk-Newport News,2017-11-01,50,50
Wheeling,2017-11-01,0,0
Morgantown,2017-11-01,0,0
Raleigh,2017-11-01,50,50
Durham-Chapel Hill,2017-11-01,50,50
Charlotte-Concord-Gastonia,2017-11-01,50,50
ColumbiaSC,2017-11-01,0,0
Charleston-North Charleston,2017-11-01,0,0
Greenville-Anderson-Mauldin,2017-11-01,50,50
Atlanta-Sandy Springs-Roswell,2017-11-01,50,50
Athens-Clarke County,2017-11-01,0,0
Savannah,2017-11-01,50,50
Jacksonville,2017-11-01,50,50
Orlando-Kissimmee-Sanford,2017-11-01,50,50
Palm Bay-Melbourne-Titusville,2017-11-01,50,50
Miami-Fort Lauderdale-West Palm Beach,2017-11-01,50,50
Tampa-St. Petersburg-Clearwater,2017-11-01,50,50
Cape Coral-Fort Myers,2017-11-01,50,50
North Port-Sarasota-Bradenton,2017-11-01,50,50
Clarksville,2017-11-01,50,50
Nashville-Davidson--Murfreesboro--Franklin,2017-11-01,50,50
Memphis,2017-11-01,50,50
Lexington-Fayette,2017-11-01,0,0
Columbus,2017-11-01,50,50
Cleveland-Elyria,2017-11-01,50,50
Canton-Massillon,2017-11-01,50,50
Cincinnati,2017-11-01,50,50
Dayton,2017-11-01,0,0
Findlay,2017-11-01,0,0
Indianapolis-Carmel-Anderson,2017-11-01,50,50
Chicago-Naperville-Elgin,2017-11-01,50,50
Bloomington,2017-11-01,50,50
Detroit-Warren-Dearborn,2017-11-01,50,50
Dubuque,2017-11-01,0,0
Milwaukee-Waukesha-West Allis,2017-11-01,50,50
Racine,2017-11-01,50,50
Madison,2017-11-01,50,50
Manitowoc,2017-11-01,50,50
La Crosse-Onalaska,2017-11-01,0,0
Oshkosh-Neenah,2017-11-01,50,50
Minneapolis-St. Paul-Bloomington,2017-11-01,50,50
Fargo,2017-11-01,0,0
Helena,2017-11-01,0,0
Bozeman,2017-11-01,0,0
Missoula,2017-11-01,50,50
Kalispell,2017-11-01,50,50
Rockford,2017-11-01,0,0
St. Louis,2017-11-01,50,50
Kansas City,2017-11-01,50,50
Joplin,2017-11-01,0,0
ColumbiaMO,2017-11-01,0,0
Manhattan,2017-11-01,50,50
Topeka,2017-11-01,50,50
Wichita,2017-11-01,50,50
Little Rock-North Little Rock-Conway,2017-11-01,0,0
Fayetteville-Springdale-Rogers,2017-11-01,50,50
Oklahoma City,2017-11-01,50,50
Dallas-Fort Worth-Arlington,2017-11-01,50,50
Tyler,2017-11-01,0,0
Killeen-Temple,2017-11-01,0,0
Houston-The Woodlands-Sugar Land,2017-11-01,50,50
College Station-Bryan,2017-11-01,0,0
San Antonio-New Braunfels,2017-11-01,50,50
Brownsville-Harlingen,2017-11-01,50,50
Austin-Round Rock,2017-11-01,50,50
El Paso,2017-11-01,50,50
Denver-Aurora-Lakewood,2017-11-01,50,50
Boulder,2017-11-01,50,50
Colorado Springs,2017-11-01,50,50
Salt Lake City,2017-11-01,50,50
Ogden-Clearfield,2017-11-01,50,50
Phoenix-Mesa-Scottsdale,2017-11-01,50,50
Tucson,2017-11-01,50,50
Prescott,2017-11-01,50,50
Albuquerque,2017-11-01,50,50
Las Vegas-Henderson-Paradise,2017-11-01,50,50
Reno,2017-11-01,50,50
Los Angeles-Long Beach-Anaheim,2017-11-01,50,50
Riverside-San Bernardino-Ontario,2017-11-01,50,50
San Diego-Carlsbad,2017-11-01,50,50
Oxnard-Thousand Oaks-Ventura,2017-11-01,50,50
Bakersfield,2017-11-01,50,50
Salinas,2017-11-01,50,50
San Francisco-Oakland-Hayward,2017-11-01,50,50
San Jose-Sunnyvale-Santa Clara,2017-11-01,50,50
Stockton-Lodi,2017-11-01,50,50
Sacramento--Roseville--Arden-Arcade,2017-11-01,50,50
Chico,2017-11-01,0,0
Urban Honolulu,2017-11-01,0,0
Portland-Vancouver-Hillsboro,2017-11-01,50,50
Eugene,2017-11-01,50,50
Medford,2017-11-01,0,0
Seattle-Tacoma-Bellevue,2017-11-01,50,50
Spokane-Spokane Valley,2017-11-01,0,0
Anchorage,2017-11-01,50,50
Springfield,2017-12-01,50,50
Worcester,2017-12-01,50,50
Boston-Cambridge-Newton,2017-12-01,50,50
Providence-Warwick,2017-12-01,0,0
Manchester-Nashua,2017-12-01,50,50
Concord,2017-12-01,50,50
Portland-South Portland,2017-12-01,50,50
Lewiston-Auburn,2017-12-01,50,50
Bangor,2017-12-01,0,0
Augusta-Waterville,2017-12-01,50,50
Hartford-West Hartford-East Hartford,2017-12-01,50,50
Norwich-New London,2017-12-01,50,50
New Haven-Milford,2017-12-01,50,50
Bridgeport-Stamford-Norwalk,2017-12-01,50,50
Torrington,2017-12-01,50,50
New York-Newark-Jersey City,2017-12-01,50,50
Albany-Schenectady-Troy,2017-12-01,50,50
Kingston,2017-12-01,50,50
Syracuse,2017-12-01,0,0
Utica-Rome,2017-12-01,0,0
Watertown-Fort Drum,2017-12-01,50,50
Binghamton,2017-12-01,0,0
Batavia,2017-12-01,50,50
Buffalo-Cheektowaga-Niagara Falls,2017-12-01,50,50
Rochester,2017-12-01,50,50
Jamestown-Dunkirk-Fredonia,2017-12-01,0,0
Ithaca,2017-12-01,50,50
Pittsburgh,2017-12-01,50,50
Warren,2017-12-01,0,0
Erie,2017-12-01,0,0
Harrisburg-Carlisle,2017-12-01,50,50
Lancaster,2017-12-01,50,50
York-Hanover,2017-12-01,50,50
Williamsport,2017-12-01,50,50
Allentown-Bethlehem-Easton,2017-12-01,50,50
Philadelphia-Camden-Wilmington,2017-12-01,50,50
Washington-Arlington-Alexandria,2017-12-01,50,50
Baltimore-Columbia-Towson,2017-12-01,50,50
Charlottesville,2017-12-01,0,0
Richmond,2017-12-01,50,50
Virginia Beach-Norfolk-Newport News,2017-12-01,50,50
Wheeling,2017-12-01,0,0
Morgantown,2017-12-01,0,0
Raleigh,2017-12-01,50,50
Durham-Chapel Hill,2017-12-01,50,50
Charlotte-Concord-Gastonia,2017-12-01,50,50
ColumbiaSC,2017-12-01,50,50
Charleston-North Charleston,2017-12-01,50,50
Greenville-Anderson-Mauldin,2017-12-01,50,50
Atlanta-Sandy Springs-Roswell,2017-12-01,50,50
Athens-Clarke County,2017-12-01,50,50
Savannah,2017-12-01,50,50
Jacksonville,2017-12-01,50,50
Orlando-Kissimmee-Sanford,2017-12-01,50,50
Palm Bay-Melbourne-Titusville,2017-12-01,50,50
Miami-Fort Lauderdale-West Palm Beach,2017-12-01,50,50
Tampa-St. Petersburg-Clearwater,2017-12-01,50,50
Cape Coral-Fort Myers,2017-12-01,50,50
North Port-Sarasota-Bradenton,2017-12-01,50,50
Clarksville,2017-12-01,50,50
Nashville-Davidson--Murfreesboro--Franklin,2017-12-01,50,50
Memphis,2017-12-01,50,50
Lexington-Fayette,2017-12-01,0,0
Columbus,2017-12-01,50,50
Cleveland-Elyria,2017-12-01,50,50
Canton-Massillon,2017-12-01,50,50
Cincinnati,2017-12-01,50,50
Dayton,2017-12-01,0,0
Findlay,2017-12-01,0,0
Indianapolis-Carmel-Anderson,2017-12-01,50,50
Chicago-Naperville-Elgin,2017-12-01,50,50
Bloomington,2017-12-01,50,50
Detroit-Warren-Dearborn,2017-12-01,50,50
Dubuque,2017-12-01,50,50
Milwaukee-Waukesha-West Allis,2017-12-01,0,0
Racine,2017-12-01,0,0
Madison,2017-12-01,0,0
Manitowoc,2017-12-01,50,50
La Crosse-Onalaska,2017-12-01,50,50
Oshkosh-Neenah,2017-12-01,50,50
Minneapolis-St. Paul-Bloomington,2017-12-01,50,50
Fargo,2017-12-01,50,50
Helena,2017-12-01,0,0
Bozeman,2017-12-01,50,50
Missoula,2017-12-01,0,0
Kalispell,2017-12-01,0,0
Rockford,2017-12-01,50,50
St. Louis,2017-12-01,50,50
Kansas City,2017-12-01,50,50
Joplin,2017-12-01,50,50
ColumbiaMO,2017-12-01,50,50
Manhattan,2017-12-01,0,0
Topeka,2017-12-01,0,0
Wichita,2017-12-01,50,50
Little Rock-North Little Rock-Conway,2017-12-01,50,50
Fayetteville-Springdale-Rogers,2017-12-01,50,50
Oklahoma City,2017-12-01,50,50
Dallas-Fort Worth-Arlington,2017-12-01,50,50
Tyler,2017-12-01,0,0
Killeen-Temple,2017-12-01,50,50
Houston-The Woodlands-Sugar Land,2017-12-01,50,50
College Station-Bryan,2017-12-01,50,50
San Antonio-New Braunfels,2017-12-01,50,50
Brownsville-Harlingen,2017-12-01,0,0
Austin-Round Rock,2017-12-01,50,50
El Paso,2017-12-01,50,50
Denver-Aurora-Lakewood,2017-12-01,50,50
Boulder,2017-12-01,50,50
Colorado Springs,2017-12-01,50,50
Salt Lake City,2017-12-01,50,50
Ogden-Clearfield,2017-12-01,50,50
Phoenix-Mesa-Scottsdale,2017-12-01,50,50
Tucson,2017-12-01,50,50
Prescott,2017-12-01,50,50
Albuquerque,2017-12-01,50,50
Las Vegas-Henderson-Paradise,2017-12-01,50,50
Reno,2017-12-01,50,50
Los Angeles-Long Beach-Anaheim,2017-12-01,50,50
Riverside-San Bernardino-Ontario,2017-12-01,50,50
San Diego-Carlsbad,2017-12-01,50,50
Oxnard-Thousand Oaks-Ventura,2017-12-01,50,50
Bakersfield,2017-12-01,50,50
Salinas,2017-12-01,50,50
San Francisco-Oakland-Hayward,2017-12-01,50,50
San Jose-Sunnyvale-Santa Clara,2017-12-01,50,50
Stockton-Lodi,2017-12-01,50,50
Sacramento--Roseville--Arden-Arcade,2017-12-01,50,50
Chico,2017-12-01,50,50
Urban Honolulu,2017-12-01,50,50
Portland-Vancouver-Hillsboro,2017-12-01,50,50
Eugene,2017-12-01,0,0
Medford,2017-12-01,50,50
Seattle-Tacoma-Bellevue,2017-12-01,50,50
Spokane-Spokane Valley,2017-12-01,50,50
Anchorage,2017-12-01,50,50
Springfield,2018-01-01,50,50
Worcester,2018-01-01,50,50
Boston-Cambridge-Newton,2018-01-01,50,50
Providence-Warwick,2018-01-01,50,50
Manchester-Nashua,2018-01-01,50,50
Concord,2018-01-01,50,50
Portland-South Portland,2018-01-01,50,50
Lewiston-Auburn,2018-01-01,50,50
Bangor,2018-01-01,0,0
Augusta-Waterville,2018-01-01,50,50
Hartford-West Hartford-East Hartford,2018-01-01,50,50
Norwich-New London,2018-01-01,50,50
New Haven-Milford,2018-01-01,50,50
Bridgeport-Stamford-Norwalk,2018-01-01,50,50
Torrington,2018-01-01,50,50
New York-Newark-Jersey City,2018-01-01,50,50
Albany-Schenectady-Troy,2018-01-01,50,50
Kingston,2018-01-01,50,50
Syracuse,2018-01-01,50,50
Utica-Rome,2018-01-01,0,0
Watertown-Fort Drum,2018-01-01,0,0
Binghamton,2018-01-01,0,0
Batavia,2018-01-01,50,50
Buffalo-Cheektowaga-Niagara Falls,2018-01-01,50,50
Rochester,2018-01-01,50,50
Jamestown-Dunkirk-Fredonia,2018-01-01,0,0
Ithaca,2018-01-01,50,50
Pittsburgh,2018-01-01,50,50
Warren,2018-01-01,0,0
Erie,2018-01-01,0,0
Harrisburg-Carlisle,2018-01-01,50,50
Lancaster,2018-01-01,50,50
York-Hanover,2018-01-01,50,50
Williamsport,2018-01-01,50,50
Allentown-Bethlehem-Easton,2018-01-01,50,50
Philadelphia-Camden-Wilmington,2018-01-01,50,50
Washington-Arlington-Alexandria,2018-01-01,50,50
Baltimore-Columbia-Towson,2018-01-01,50,50
Charlottesville,2018-01-01,50,50
Richmond,2018-01-01,50,50
Virginia Beach-Norfolk-Newport News,2018-01-01,0,0
Wheeling,2018-01-01,50,50
Morgantown,2018-01-01,0,0
Raleigh,2018-01-01,50,50
Durham-Chapel Hill,2018-01-01,50,50
Charlotte-Concord-Gastonia,2018-01-01,50,50
ColumbiaSC,2018-01-01,50,50
Charleston-North Charleston,2018-01-01,0,0
Greenville-Anderson-Mauldin,2018-01-01,50,50
Atlanta-Sandy Springs-Roswell,2018-01-01,50,50
Athens-Clarke County,2018-01-01,50,50
Savannah,2018-01-01,0,0
Jacksonville,2018-01-01,50,50
Orlando-Kissimmee-Sanford,2018-01-01,50,50
Palm Bay-Melbourne-Titusville,2018-01-01,50,50
Miami-Fort Lauderdale-West Palm Beach,2018-01-01,50,50
Tampa-St. Petersburg-Clearwater,2018-01-01,50,50
Cape Coral-Fort Myers,2018-01-01,50,50
North Port-Sarasota-Bradenton,2018-01-01,50,50
Clarksville,2018-01-01,50,50
Nashville-Davidson--Murfreesboro--Franklin,2018-01-01,50,50
Memphis,2018-01-01,50,50
Lexington-Fayette,2018-01-01,0,0
Columbus,2018-01-01,50,50
Cleveland-Elyria,2018-01-01,50,50
Canton-Massillon,2018-01-01,50,50
Cincinnati,2018-01-01,50,50
Dayton,2018-01-01,50,50
Findlay,2018-01-01,50,50
Indianapolis-Carmel-Anderson,2018-01-01,50,50
Chicago-Naperville-Elgin,2018-01-01,50,50
Bloomington,2018-01-01,50,50
Detroit-Warren-Dearborn,2018-01-01,50,50
Dubuque,2018-01-01,0,0
Milwaukee-Waukesha-West Allis,2018-01-01,50,50
Racine,2018-01-01,50,50
Madison,2018-01-01,50,50
Manitowoc,2018-01-01,50,50
La Crosse-Onalaska,2018-01-01,0,0
Oshkosh-Neenah,2018-01-01,50,50
Minneapolis-St. Paul-Bloomington,2018-01-01,50,50
Fargo,2018-01-01,50,50
Helena,2018-01-01,0,0
Bozeman,2018-01-01,50,50
Missoula,2018-01-01,50,50
Kalispell,2018-01-01,50,50
Rockford,2018-01-01,0,0
St. Louis,2018-01-01,50,50
Kansas City,2018-01-01,50,50
Joplin,2018-01-01,0,0
ColumbiaMO,2018-01-01,50,50
Manhattan,2018-01-01,0,0
Topeka,2018-01-01,0,0
Wichita,2018-01-01,0,0
Little Rock-North Little Rock-Conway,2018-01-01,50,50
Fayetteville-Springdale-Rogers,2018-01-01,50,50
Oklahoma City,2018-01-01,50,50
Dallas-Fort Worth-Arlington,2018-01-01,50,50
Tyler,2018-01-01,0,0
Killeen-Temple,2018-01-01,0,0
Houston-The Woodlands-Sugar Land,2018-01-01,50,50
College Station-Bryan,2018-01-01,0,0
San Antonio-New Braunfels,2018-01-01,50,50
Brownsville-Harlingen,2018-01-01,0,0
Austin-Round Rock,2018-01-01,50,50
El Paso,2018-01-01,0,0
Denver-Aurora-Lakewood,2018-01-01,50,50
Boulder,2018-01-01,50,50
Colorado Springs,2018-01-01,50,50
Salt Lake City,2018-01-01,50,50
Ogden-Clearfield,2018-01-01,50,50
Phoenix-Mesa-Scottsdale,2018-01-01,50,50
Tucson,2018-01-01,50,50
Prescott,2018-01-01,50,50
Albuquerque,2018-01-01,50,50
Las Vegas-Henderson-Paradise,2018-01-01,50,50
Reno,2018-01-01,50,50
Los Angeles-Long Beach-Anaheim,2018-01-01,50,50
Riverside-San Bernardino-Ontario,2018-01-01,50,50
San Diego-Carlsbad,2018-01-01,50,50
Oxnard-Thousand Oaks-Ventura,2018-01-01,50,50
Bakersfield,2018-01-01,50,50
Salinas,2018-01-01,50,50
San Francisco-Oakland-Hayward,2018-01-01,50,50
San Jose-Sunnyvale-Santa Clara,2018-01-01,50,50
Stockton-Lodi,2018-01-01,50,50
Sacramento--Roseville--Arden-Arcade,2018-01-01,50,50
Chico,2018-01-01,0,0
Urban Honolulu,2018-01-01,50,50
Portland-Vancouver-Hillsboro,2018-01-01,50,50
Eugene,2018-01-01,0,0
Medford,2018-01-01,0,0
Seattle-Tacoma-Bellevue,2018-01-01,50,50
Spokane-Spokane Valley,2018-01-01,50,50
Anchorage,2018-01-01,0,0
Springfield,2018-02-01,50,50
Worcester,2018-02-01,50,50
Boston-Cambridge-Newton,2018-02-01,50,50
Providence-Warwick,2018-02-01,50,50
Manchester-Nashua,2018-02-01,50,50
Concord,2018-02-01,50,50
Portland-South Portland,2018-02-01,50,50
Lewiston-Auburn,2018-02-01,50,50
Bangor,2018-02-01,50,50
Augusta-Waterville,2018-02-01,50,50
Hartford-West Hartford-East Hartford,2018-02-01,50,50
Norwich-New London,2018-02-01,50,50
New Haven-Milford,2018-02-01,50,50
Bridgeport-Stamford-Norwalk,2018-02-01,50,50
Torrington,2018-02-01,50,50
New York-Newark-Jersey City,2018-02-01,50,50
Albany-Schenectady-Troy,2018-02-01,50,50
Kingston,2018-02-01,50,50
Syracuse,2018-02-01,50,50
Utica-Rome,2018-02-01,50,50
Watertown-Fort Drum,2018-02-01,50,50
Binghamton,2018-02-01,50,50
Batavia,2018-02-01,0,0
Buffalo-Cheektowaga-Niagara Falls,2018-02-01,50,50
Rochester,2018-02-01,0,0
Jamestown-Dunkirk-Fredonia,2018-02-01,50,50
Ithaca,2018-02-01,0,0
Pittsburgh,2018-02-01,50,50
Warren,2018-02-01,50,50
Erie,2018-02-01,50,50
Harrisburg-Carlisle,2018-02-01,50,50
Lancaster,2018-02-01,50,50
York-Hanover,2018-02-01,50,50
Williamsport,2018-02-01,50,50
Allentown-Bethlehem-Easton,2018-02-01,50,50
Philadelphia-Camden-Wilmington,2018-02-01,50,50
Washington-Arlington-Alexandria,2018-02-01,50,50
Baltimore-Columbia-Towson,2018-02-01,50,50
Charlottesville,2018-02-01,0,0
Richmond,2018-02-01,50,50
Virginia Beach-Norfolk-Newport News,2018-02-01,50,50
Wheeling,2018-02-01,0,0
Morgantown,2018-02-01,50,50
Raleigh,2018-02-01,50,50
Durham-Chapel Hill,2018-02-01,50,50
Charlotte-Concord-Gastonia,2018-02-01,50,50
ColumbiaSC,2018-02-01,50,50
Charleston-North Charleston,2018-02-01,50,50
Greenville-Anderson-Mauldin,2018-02-01,50,50
Atlanta-Sandy Springs-Roswell,2018-02-01,50,50
Athens-Clarke County,2018-02-01,0,0
Savannah,2018-02-01,50,50
Jacksonville,2018-02-01,50,50
Orlando-Kissimmee-Sanford,2018-02-01,50,50
Palm Bay-Melbourne-Titusville,2018-02-01,50,50
Miami-Fort Lauderdale-West Palm Beach,2018-02-01,50,50
Tampa-St. Petersburg-Clearwater,2018-02-01,50,50
Cape Coral-Fort Myers,2018-02-01,50,50
North Port-Sarasota-Bradenton,2018-02-01,50,50
Clarksville,2018-02-01,50,50
Nashville-Davidson--Murfreesboro--Franklin,2018-02-01,50,50
Memphis,2018-02-01,50,50
Lexington-Fayette,2018-02-01,50,50
Columbus,2018-02-01,50,50
Cleveland-Elyria,2018-02-01,50,50
Canton-Massillon,2018-02-01,50,50
Cincinnati,2018-02-01,50,50
Dayton,2018-02-01,0,0
Findlay,2018-02-01,50,50
Indianapolis-Carmel-Anderson,2018-02-01,50,50
Chicago-Naperville-Elgin,2018-02-01,50,50
Bloomington,2018-02-01,50,50
Detroit-Warren-Dearborn,2018-02-01,50,50
Dubuque,2018-02-01,50,50
Milwaukee-Waukesha-West Allis,2018-02-01,50,50
Racine,2018-02-01,50,50
Madison,2018-02-01,50,50
Manitowoc,2018-02-01,50,50
La Crosse-Onalaska,2018-02-01,0,0
Oshkosh-Neenah,2018-02-01,50,50
Minneapolis-St. Paul-Bloomington,2018-02-01,50,50
Fargo,2018-02-01,50,50
Helena,2018-02-01,0,0
Bozeman,2018-02-01,0,0
Missoula,2018-02-01,50,50
Kalispell,2018-02-01,50,50
Rockford,2018-02-01,50,50
St. Louis,2018-02-01,50,50
Kansas City,2018-02-01,50,50
Joplin,2018-02-01,0,0
ColumbiaMO,2018-02-01,0,0
Manhattan,2018-02-01,50,50
Topeka,2018-02-01,50,50
Wichita,2018-02-01,50,50
Little Rock-North Little Rock-Conway,2018-02-01,50,50
Fayetteville-Springdale-Rogers,2018-02-01,50,50
Oklahoma City,2018-02-01,50,50
Dallas-Fort Worth-Arlington,2018-02-01,50,50
Tyler,2018-02-01,50,50
Killeen-Temple,2018-02-01,50,50
Houston-The Woodlands-Sugar Land,2018-02-01,50,50
College Station-Bryan,2018-02-01,50,50
San Antonio-New Braunfels,2018-02-01,50,50
Brownsville-Harlingen,2018-02-01,0,0
Austin-Round Rock,2018-02-01,50,50
El Paso,2018-02-01,50,50
Denver-Aurora-Lakewood,2018-02-01,50,50
Boulder,2018-02-01,50,50
Colorado Springs,2018-02-01,50,50
Salt Lake City,2018-02-01,50,50
Ogden-Clearfield,2018-02-01,50,50
Phoenix-Mesa-Scottsdale,2018-02-01,50,50
Tucson,2018-02-01,50,50
Prescott,2018-02-01,50,50
Albuquerque,2018-02-01,50,50
Las Vegas-Henderson-Paradise,2018-02-01,50,50
Reno,2018-02-01,50,50
Los Angeles-Long Beach-Anaheim,2018-02-01,50,50
Riverside-San Bernardino-Ontario,2018-02-01,50,50
San Diego-Carlsbad,2018-02-01,50,50
Oxnard-Thousand Oaks-Ventura,2018-02-01,50,50
Bakersfield,2018-02-01,50,50
Salinas,2018-02-01,50,50
San Francisco-Oakland-Hayward,2018-02-01,50,50
San Jose-Sunnyvale-Santa Clara,2018-02-01,50,50
Stockton-Lodi,2018-02-01,50,50
Sacramento--Roseville--Arden-Arcade,2018-02-01,50,50
Chico,2018-02-01,0,0
Urban Honolulu,2018-02-01,50,50
Portland-Vancouver-Hillsboro,2018-02-01,50,50
Eugene,2018-02-01,50,50
Medford,2018-02-01,0,0
Seattle-Tacoma-Bellevue,2018-02-01,50,50
Spokane-Spokane Valley,2018-02-01,50,50
Anchorage,2018-02-01,50,50
Springfield,2018-03-01,0,0
Worcester,2018-03-01,50,50
Boston-Cambridge-Newton,2018-03-01,50,50
Providence-Warwick,2018-03-01,50,50
Manchester-Nashua,2018-03-01,50,50
Concord,2018-03-01,50,50
Portland-South Portland,2018-03-01,50,50
Lewiston-Auburn,2018-03-01,50,50
Bangor,2018-03-01,0,0
Augusta-Waterville,2018-03-01,50,50
Hartford-West Hartford-East Hartford,2018-03-01,50,50
Norwich-New London,2018-03-01,50,50
New Haven-Milford,2018-03-01,50,50
Bridgeport-Stamford-Norwalk,2018-03-01,50,50
Torrington,2018-03-01,50,50
New York-Newark-Jersey City,2018-03-01,50,50
Albany-Schenectady-Troy,2018-03-01,50,50
Kingston,2018-03-01,50,50
Syracuse,2018-03-01,50,50
Utica-Rome,2018-03-01,50,50
Watertown-Fort Drum,2018-03-01,0,0
Binghamton,2018-03-01,0,0
Batavia,2018-03-01,50,50
Buffalo-Cheektowaga-Niagara Falls,2018-03-01,50,50
Rochester,2018-03-01,50,50
Jamestown-Dunkirk-Fredonia,2018-03-01,0,0
Ithaca,2018-03-01,50,50
Pittsburgh,2018-03-01,50,50
Warren,2018-03-01,0,0
Erie,2018-03-01,0,0
Harrisburg-Carlisle,2018-03-01,50,50
Lancaster,2018-03-01,50,50
York-Hanover,2018-03-01,50,50
Williamsport,2018-03-01,50,50
Allentown-Bethlehem-Easton,2018-03-01,50,50
Philadelphia-Camden-Wilmington,2018-03-01,50,50
Washington-Arlington-Alexandria,2018-03-01,50,50
Baltimore-Columbia-Towson,2018-03-01,50,50
Charlottesville,2018-03-01,0,0
Richmond,2018-03-01,50,50
Virginia Beach-Norfolk-Newport News,2018-03-01,50,50
Wheeling,2018-03-01,0,0
Morgantown,2018-03-01,0,0
Raleigh,2018-03-01,50,50
Durham-Chapel Hill,2018-03-01,50,50
Charlotte-Concord-Gastonia,2018-03-01,50,50
ColumbiaSC,2018-03-01,50,50
Charleston-North Charleston,2018-03-01,50,50
Greenville-Anderson-Mauldin,2018-03-01,50,50
Atlanta-Sandy Springs-Roswell,2018-03-01,50,50
Athens-Clarke County,2018-03-01,0,0
Savannah,2018-03-01,50,50
Jacksonville,2018-03-01,50,50
Orlando-Kissimmee-Sanford,2018-03-01,50,50
Palm Bay-Melbourne-Titusville,2018-03-01,50,50
Miami-Fort Lauderdale-West Palm Beach,2018-03-01,50,50
Tampa-St. Petersburg-Clearwater,2018-03-01,50,50
Cape Coral-Fort Myers,2018-03-01,50,50
North Port-Sarasota-Bradenton,2018-03-01,50,50
Clarksville,2018-03-01,50,50
Nashville-Davidson--Murfreesboro--Franklin,2018-03-01,50,50
Memphis,2018-03-01,50,50
Lexington-Fayette,2018-03-01,0,0
Columbus,2018-03-01,50,50
Cleveland-Elyria,2018-03-01,50,50
Canton-Massillon,2018-03-01,50,50
Cincinnati,2018-03-01,50,50
Dayton,2018-03-01,50,50
Findlay,2018-03-01,0,0
Indianapolis-Carmel-Anderson,2018-03-01,50,50
Chicago-Naperville-Elgin,2018-03-01,50,50
Bloomington,2018-03-01,50,50
Detroit-Warren-Dearborn,2018-03-01,50,50
Dubuque,2018-03-01,50,50
Milwaukee-Waukesha-West Allis,2018-03-01,50,50
Racine,2018-03-01,50,50
Madison,2018-03-01,50,50
Manitowoc,2018-03-01,50,50
La Crosse-Onalaska,2018-03-01,0,0
Oshkosh-Neenah,2018-03-01,50,50
Minneapolis-St. Paul-Bloomington,2018-03-01,50,50
Fargo,2018-03-01,0,0
Helena,2018-03-01,0,0
Bozeman,2018-03-01,0,0
Missoula,2018-03-01,50,50
Kalispell,2018-03-01,50,50
Rockford,2018-03-01,0,0
St. Louis,2018-03-01,50,50
Kansas City,2018-03-01,50,50
Joplin,2018-03-01,0,0
ColumbiaMO,2018-03-01,0,0
Manhattan,2018-03-01,50,50
Topeka,2018-03-01,50,50
Wichita,2018-03-01,50,50
Little Rock-North Little Rock-Conway,2018-03-01,50,50
Fayetteville-Springdale-Rogers,2018-03-01,0,0
Oklahoma City,2018-03-01,50,50
Dallas-Fort Worth-Arlington,2018-03-01,50,50
Tyler,2018-03-01,50,50
Killeen-Temple,2018-03-01,50,50
Houston-The Woodlands-Sugar Land,2018-03-01,50,50
College Station-Bryan,2018-03-01,50,50
San Antonio-New Braunfels,2018-03-01,50,50
Brownsville-Harlingen,2018-03-01,0,0
Austin-Round Rock,2018-03-01,50,50
El Paso,2018-03-01,50,50
Denver-Aurora-Lakewood,2018-03-01,50,50
Boulder,2018-03-01,50,50
Colorado Springs,2018-03-01,0,0
Salt Lake City,2018-03-01,50,50
Ogden-Clearfield,2018-03-01,50,50
Phoenix-Mesa-Scottsdale,2018-03-01,50,50
Tucson,2018-03-01,50,50
Prescott,2018-03-01,50,50
Albuquerque,2018-03-01,50,50
Las Vegas-Henderson-Paradise,2018-03-01,50,50
Reno,2018-03-01,50,50
Los Angeles-Long Beach-Anaheim,2018-03-01,50,50
Riverside-San Bernardino-Ontario,2018-03-01,50,50
San Diego-Carlsbad,2018-03-01,50,50
Oxnard-Thousand Oaks-Ventura,2018-03-01,50,50
Bakersfield,2018-03-01,0,0
Salinas,2018-03-01,50,50
San Francisco-Oakland-Hayward,2018-03-01,50,50
San Jose-Sunnyvale-Santa Clara,2018-03-01,50,50
Stockton-Lodi,2018-03-01,50,50
Sacramento--Roseville--Arden-Arcade,2018-03-01,50,50
Chico,2018-03-01,50,50
Urban Honolulu,2018-03-01,50,50
Portland-Vancouver-Hillsboro,2018-03-01,50,50
